site_name	site_code	country_code	country	site_area_ha	area_of_study_ha	dead_wood_sampling_method	latidute_n_new	longitude_e_new	altitude_m	altitude_average_m	altitude_strm	annual_precipitation_diff_sources_mm	precipitation_of_warmest_quarter_bio18	precipitation_in_vegetation_period	annual_precipitation_bio12_mm	annual_evaporation_mm	water_balance_prec_evap	snow_cover_modis_myd10v5	mean_temperature_of_the_warmst_month	max_temp_of_warmest_month_bio5	mean_temperature_of_the_coldest_month	min_temp_of_coldest_month_bio6	temp_annual_range_bio7	mean_annual_temperature	mean_temperature_in_vegetation_period	mean_temperature_of_warmest_quarter_bio10	annual_mean_temp_bio1	soil_type_fao85_lev1_eu_soil_atlas	ellenberg_quotient_q	lang_quotient_based_on_world_clim	corine_2006	main_tree_species_only_tree_species_with_more_than_10_m3_living_volume	forest_type_bear	beech_proportion	deciduous_proportion_minus_beech	conifer_proportion	eunis_only_dominating_forest_type	forest_type_natura_2000_eu_habitat_directive	natural_disturbance_wind	natural_disturbance_snow	natural_disturbance_waterlogging	natural_disturbance_drought	natural_disturbance_insects	natural_disturbance_fungi	reserve_established_year	reserve_age	reserve_classification	virgin_forest	former_coppice	former_high_forest	former_wood_pasture	living_tree_volume_m3_ha_1_total	living_tree_volume_m3_ha_1_fagus	living_tree_volume_m3_ha_1_quercus	living_tree_volume_m3_ha_1_fraxinus	living_tree_volume_m3_ha_1_acer	living_tree_volume_m3_ha_1_other_decideuous	living_tree_volume_m3_ha_1_abies	living_tree_volume_m3_ha_1_picea	living_tree_volume_m3_ha_1_other_coniferous	living_tree_volume_m3_ha_1_minimum_dbh_recorded_cm	living_tree_volume_m3_ha_1_year_recorded	snag_standing_dead_trees_volume_m3_ha_1_total	snag_standing_dead_trees_volume_m3_ha_1_fagus	snag_standing_dead_trees_volume_m3_ha_1_quercus	snag_standing_dead_trees_volume_m3_ha_1_fraxinus	snag_standing_dead_trees_volume_m3_ha_1_acer	snag_standing_dead_trees_volume_m3_ha_1_other_decideuous	snag_standing_dead_trees_volume_m3_ha_1_abies	snag_standing_dead_trees_volume_m3_ha_1_picea	snag_standing_dead_trees_volume_m3_ha_1_other_coniferous	snag_standing_dead_trees_volume_m3_ha_1_minimum_dbh_recorded_cm	snag_standing_dead_trees_volume_m3_ha_1_year_recorded	fallen_log_volume_m3_ha_1_total	fallen_log_volume_m3_ha_1_fagus	fallen_log_volume_m3_ha_1_quercus	fallen_log_volume_m3_ha_1_fraxinus	fallen_log_volume_m3_ha_1_acer	fallen_log_volume_m3_ha_1_other_decideuous	fallen_log_volume_m3_ha_1_abies	fallen_log_volume_m3_ha_1_picea	fallen_log_volume_m3_ha_1_other_coniferous	fallen_log_volume_m3_ha_1_minimum_dbh_recorded_cm	fallen_log_volume_m3_ha_1_year_recorded	total_dead_volume_m3_ha_1_total	total_dead_volume_m3_ha_1_fagus	total_dead_volume_m3_ha_1_quercus	total_dead_volume_m3_ha_1_fraxinus	total_dead_volume_m3_ha_1_acer	total_dead_volume_m3_ha_1_other_decideuous	total_dead_volume_m3_ha_1_abies	total_dead_volume_m3_ha_1_picea	total_dead_volume_m3_ha_1_other_coniferous	dead_living_volume_percent	snag_log_ratio_percent	no_of_sampled_trees	decay_stages_of_cwd4	beech_boys_average_dbh	beech_boys_average_dc	beech_boys_average_moss_cover	beech_boys_average_bark_cover	beech_boys_average_soil_contact	beech_boys_number_of_logs	beech_boys_number_of_species	beech_boys_chao2_estimated_species_richness_based_on_n_20	beech_boys_number_of_fungi_per_log	vegetation_nerea	utmy	utmx	ut_mzone	connectivity_1_km	connectivity_10_km	connectivity_100_km	beech_boys_region
Valle de Fontanella	NA	IT	Italy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Valle Fondillo	NA	IT	Italy	48	NA	NA	41.74912696	13.87355914	NA	1130	1212	NA	NA	NA	802	402	400	22.3	NA	22.4	NA	-2	24.4	NA	NA	NA	8.5	E	NA	94	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	3	0.12	0.49	0.63	21	53	93	6.4	Fagus	4622648	405219	33T	6.94	4.15	0.94	R3
Barbia Gora Mt. NP	PL_Barbi	PL	Poland	1.5	1.5	PP	49.59249392	19.52975608	920-1045	1000	NA	1350	NA	NA	NA	NA	0	NA	15.3	NA	-6.7	NA	NA	4	NA	NA	NA	NA	11.3	NA	NA	"Fa, Pi, Ab"	F5b	0.44	0	0.56	G1.63	9130	NA	NA	NA	NA	NA	NA	1954	60	1	V	NA	NA	NA	537	234	0	0	0	0	137	166	0	6	1996	99	2	0	0	0	1	74	22	0	6	1996	168	35	0	0	0	0	87	46	0	6	1996	268	37	0	0	0	1	161	68	0	0.5	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Barbia Gora Mt. NP	NA	PL	Poland	35	NA	NA	49.59249392	19.52975608	920-1045	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Fa, Ab, Pi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	553	NA	NA	NA	NA	NA	NA	NA	NA	>7 cm	NA	196	NA	NA	NA	NA	NA	NA	NA	NA	>7 cm	1992	141	NA	NA	NA	NA	NA	NA	NA	NA	>7 cm	NA	337	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Barbia Gora Mt. NP	NA	PL	Poland	NA	NA	NA	49.59249392	19.52975608	1173-1503	NA	NA	1808+/-285	NA	NA	NA	NA	0	NA	5.5	NA	-2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bieszczady Mts	PL_Biesz	PL	Poland	1.3	1.3	PP	49.05873554	22.73190114	720-810	750	NA	1050	NA	NA	NA	NA	0	NA	14.8	NA	-5.3	NA	NA	5	NA	NA	NA	NA	14.1	NA	NA	"Fa, Pi"	F5a	0.93	0	0.07	G1.63	9130	NA	NA	NA	NA	NA	NA	1973	41	1	V	NA	NA	NA	596	554	0	0	0	0	0	42	0	6	1998	34	24	0	0	0	0	0	0	0	6	1998	148	113	0	0	0	0	0	0	0	6	1998	183	137	0	0	0	0	0	0	0	0.31	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.94	5.13	1.95	NA
"Bieszczady Mts, Moczarne I"	NA	PL	Poland	0.25	NA	NA	NA	NA	930-1160	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Ac, Fa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	391	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	NA	18	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	c.1994	27	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	NA	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Bieszczady Mts, Moczarne II"	NA	PL	Poland	0.33	NA	NA	NA	NA	930-1160	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Fa, Ac"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	545	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	c.1994	51	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	NA	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Bieszczady Mts, Rabia Skala I"	NA	PL	Poland	0.25	NA	NA	NA	NA	930-1160	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Ac, Fa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	257	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	c.1994	30	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	NA	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gorce NP	PL_Gorce	PL	Poland	1.6	1.6	PP	49.56410121	20.11784619	990-1025	1008	NA	1350	NA	NA	NA	NA	0	NA	15.3	NA	-6.7	NA	NA	5	NA	NA	NA	NA	11.3	NA	NA	"Fa, Pi, Ab"	F5b	0.61	0	0.39	G1.63	9130	NA	NA	NA	NA	NA	NA	1981	33	1	V	NA	NA	NA	683	418	0	0	0	0	98	168	0	6	1991	71	11	0	0	0	0	37	23	0	6	1991	96	43	0	0	0	0	30	12	11	NA	1991	167	54	0	0	0	0	67	35	11	0.25	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Gorce NP, Lopuszna I"	NA	PL	Poland	0.6	NA	NA	NA	NA	990-1025	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Fa, Pi, Ab"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	614	NA	NA	NA	NA	NA	NA	NA	NA	> 6 cm	NA	44	NA	NA	NA	NA	NA	NA	NA	NA	>6/8 cm	1991	135	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	179	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Gorce NP, Lopuszna II"	NA	PL	Poland	0.5	NA	NA	NA	NA	990-1025	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pi, Fa, Ab"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	694	NA	NA	NA	NA	NA	NA	NA	NA	> 6 cm	NA	98	NA	NA	NA	NA	NA	NA	NA	NA	>6/8 cm	1991	93	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Gorce NP, Lopuszna II"	NA	PL	Poland	0.5	NA	NA	NA	NA	990-1025	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Fa, Ab, Pi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	742	NA	NA	NA	NA	NA	NA	NA	NA	> 6 cm	NA	71	NA	NA	NA	NA	NA	NA	NA	NA	>6/8 cm	1991	61	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	132	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Swietokrzyski NP	PL_Swiet	PL	Poland	451	1	PP	50.89082635	20.89200181	560-570	565	NA	608	NA	NA	NA	NA	0	NA	16.7	NA	-4.7	NA	NA	6.3	NA	NA	NA	NA	27.5	NA	NA	"Fa, Ab"	F5b	0.52	0.02	0.47	G1.63	9130	NA	NA	NA	NA	NA	NA	1924	90	1	V	NA	NA	NA	362	188	0	0	0	6	169	0	0	8	1992	137	0	0	0	0	0	137	0	0	8	1992	144	4	0	0	0	1	100	0	0	8	1992	281	4	0	0	0	1	236	0	0	0.78	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Swietokrzyski NP I	NA	PL	Poland	451	NA	NA	50.89082635	20.89200181	560-570	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Fa, Ab"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	521	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	NA	109	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	1992	105	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	NA	214	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Swietokrzyski NP II	NA	PL	Poland	451	NA	NA	50.89082635	20.89200181	560-570	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Fa, Ab"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	203	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	NA	165	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	1992	183	NA	NA	NA	NA	NA	NA	NA	NA	>8 cm	NA	348	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Apuseni	RO_Apuseni	RO	Romania	NA	26	NA	46.64051468	22.71509878	1285-1420	1350	1360	NA	NA	NA	924	359	565	34.8	NA	18.5	NA	-8.1	26.6	NA	NA	NA	4.6	B	NA	201	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.07	1.98	NA
Batrana (Hunedoara)	NA	RO	Romania	NA	NA	NA	NA	NA	NA	NA	702	NA	NA	NA	756	369	387	10.9	NA	23.4	NA	-5.8	29.2	NA	NA	NA	8.2	B	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Crainovei	RO_Crainonei	RO	Romania	NA	23.6	NA	45.13063498	22.62877958	1000-1030	1015	1010	NA	NA	NA	869	370	499	18.4	NA	21.2	NA	-6.6	27.8	NA	NA	NA	6.6	B	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	4.95	1.95	NA
Gornovita (Leroni) Gorj	NA	RO	Romania	NA	NA	NA	NA	NA	NA	NA	333	NA	NA	NA	652	410	242	9.6	NA	26.2	NA	-4.9	31.1	NA	NA	NA	10	L	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Maramures Strambu-Baiot	NA	RO	Romania	NA	NA	NA	47.64426291	24.02618079	NA	NA	941	NA	NA	NA	809	490	319	23.8	NA	20.4	NA	-9.1	29.5	NA	NA	NA	5.7	B	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nerei Virgin Forest	RO_Nerei	RO	Romania	4000	250	NA	45.14974371	22.09896688	1200-1350	1280	1300	NA	393	NA	992	368	624	21.1	NA	18.8	NA	-7	26.7	NA	NA	14.2	5.6	P/B	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	4.8	1.84	NA
NP Cozia	NA	RO	Romania	NA	NA	NA	NA	NA	NA	NA	495	NA	NA	NA	649	375	274	5.7	NA	25.1	NA	-7.1	33.5	NA	NA	NA	8.8	B	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NP Semenic Cheile Carasului	NA	RO	Romania	NA	NA	NA	NA	NA	NA	NA	584	NA	NA	NA	728	384	344	9.9	NA	25.2	NA	-4.9	29.2	NA	NA	NA	8.8	E	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Padis Cetatile Ponorului	NA	RO	Romania	NA	NA	NA	46.57253994	22.68723288	NA	NA	1189	NA	NA	NA	871	359	512	21.9	NA	19.8	NA	-7.5	27.3	NA	NA	NA	5.6	B	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plesnu	RO_Plesnu	RO	Romania	NA	42	NA	45.62868952	22.34619091	780-907	850	907	NA	NA	NA	806	371	435	15.6	NA	22.8	NA	-6	28.8	NA	NA	NA	7.7	B	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	4.6	1.93	NA
Retezat Scientific Reserve	RO_Retezat	RO	Romania	NA	NA	NA	45.38604736	22.77856389	880-1200	1100	1125	NA	302	NA	884	303	581	19.1	NA	20.6	NA	-6.8	27.4	NA	NA	16.7	6.2	P	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.96	5.57	2.04	NA
Slatioara FR (Suceava)	NA	RO	Romania	NA	NA	NA	NA	NA	NA	NA	850	NA	NA	NA	748	354	394	26	NA	20	NA	-9.8	30.7	NA	NA	NA	5.1	B	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bettlachstock	CH_Bett	CH	Schweiz	1.3	1.3	LT	NA	NA	1150	1150	NA	1079	NA	NA	1445	627	818	16.2	15.7	17.3	-3.2	-5.8	23.1	6.3	NA	NA	4.3	E	14.6	336	49	Fa	F5a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1984	30	0	NA	NA	H	NA	409	NA	NA	NA	NA	NA	NA	NA	NA	5	1999	29	NA	NA	NA	NA	NA	NA	NA	NA	5	1999	25	NA	NA	NA	NA	NA	NA	NA	NA	5	1999	53	NA	NA	NA	NA	NA	NA	NA	NA	0.13	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Josenwald	NA	CH	Schweiz	85	2	PP/SP	47.13860267	9.162202313	560-820	NA	NA	1783	NA	NA	1189	139	1050	17.2	NA	22.1	NA	-3.7	25.8	7.4	NA	NA	8.2	D	NA	145	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1976	38	NA	NA	NA	NA	NA	522	NA	NA	NA	NA	NA	NA	NA	NA	NA	2007-09	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	2007-09	101	NA	NA	NA	NA	NA	NA	NA	NA	NA	2007-09	129	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Neunkirch	CH_Neun	CH	Schweiz	2	2	LT	NA	NA	580	580	NA	1079	NA	NA	1068	370	698	9.6	17.6	22.2	-1.1	-3.7	25.9	8.3	NA	NA	8.2	B	16.3	130	25	Fa	F5a	NA	NA	NA	NA	NA	W	NA	NA	NA	NA	NA	1950	64	1	NA	C	NA	NA	470	NA	NA	NA	NA	NA	NA	NA	NA	5	1999	7	NA	NA	NA	NA	NA	NA	NA	NA	5	1999	53	NA	NA	NA	NA	NA	NA	NA	NA	5	1999	60	NA	NA	NA	NA	NA	NA	NA	NA	0.13	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Badin	SK_Badin	SK	Slovakia	30.7	2	NA	48.68719673	19.0531338	710-770	740	771	875	NA	NA	899	422	477	17.9	16.2	21.4	-5.8	-8.6	30	6	NA	NA	5.9	B	18.5	152	23	"Fa, Ab, Ac, Pi"	F5b	0.81	0.06	0.13	G1.63	9130	NA	NA	NA	NA	NA	NA	1913	101	1	V	NA	NA	NA	745	NA	NA	NA	NA	NA	NA	NA	NA	NA	??	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.78	1.8	NA
Badin	SK_Badin	SK	Slovakia	NA	NA	PP	48.68719673	19.0531338	710-770	NA	NA	NA	NA	NA	899	422	477	17.9	16.2	21.4	-5.8	-8.6	30	6	NA	NA	5.9	B	18.5	152	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	627	510	0	0	38	0	79	0	0	7	1997	50	12	0	0	9	0	28	0	0	0	1997	273	NA	NA	NA	NA	NA	NA	NA	NA	0	1997	286	12	0	0	9	0	28	0	0	0.46	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.78	1.8	NA
